0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






-44.2459,2.75417,0.759398,0.880468,0.183884,-0.435599,-0.18326,-0.60265,0.117454,0.533908,0.0674648,0.249629,-0.165452,0.0104685,-0.288301,0.00272832,0.252801,-0.103042,0.271547,-0.0356453
-34.4646,2.2046,0.558396,0.87798,0.404048,-0.129321,-0.000983199,-0.92701,0.275986,0.830081,-0.316099,0.141777,-0.112144,-0.10694,0.114814,-0.419504,-0.0171792,0.452193,0.229717,0.268564
-29.0163,0.476906,-0.0530446,0.159843,0.381218,-0.490993,-0.558944,0.559283,0.639405,0.0897785,0.0495382,0.0231715,-0.213762,-0.146112,0.00399984,-0.0616739,-0.170748,-0.0957583,-0.0365464,-0.0478579
-27.2094,0.673895,0.0972306,0.143552,0.12784,-0.441235,-0.397957,0.184317,0.282775,0.0988618,0.152288,-0.303997,-0.244965,-0.0358505,-0.0772185,0.156997,0.383964,0.300031,0.136945,0.205394
-18.3145,1.43453,-0.394644,0.811432,0.380291,0.172751,0.499438,-0.29338,0.155108,0.164876,0.205693,-0.0430118,-0.231061,0.25962,0.414362,-0.168741,-0.11159,0.101882,0.224529,0.179941
-10.242,2.29408,-0.106335,0.685596,0.395735,-0.283403,0.244534,0.076882,0.422485,0.253817,0.0751131,0.0498324,0.0781262,0.0170344,0.105062,0.0540508,-0.0881623,0.249934,0.242629,0.198678
-6.0382,2.50705,-0.127275,0.558255,0.52772,0.312731,0.305479,0.30472,0.472673,0.180386,0.361837,-0.0584044,-0.432159,-0.270708,-0.187827,-0.0474563,-0.132956,0.392413,0.310419,0.253381
-3.99358,2.19993,-0.434849,0.318927,0.920689,0.695116,0.0931291,-0.0928334,0.0916736,0.264035,0.167741,-0.17058,-0.065955,0.110362,0.0407026,-0.0397549,-0.146448,0.401809,0.531654,0.28267
-4.13853,2.60937,-0.266241,0.19866,0.584714,0.313022,-0.0569187,-0.0493076,-0.0809415,0.249057,0.321161,0.00420715,-0.114577,0.253643,0.077723,0.331173,0.127037,0.461451,0.454098,0.457782
-4.55864,2.27962,-0.673299,0.27937,0.34927,-0.019914,0.133194,-0.169383,-0.132493,0.288408,0.389578,0.0618385,-0.0501401,0.437791,-0.0960747,0.0071759,-0.14341,0.195267,0.318266,0.387674
-4.43686,2.42961,-0.665588,0.121218,0.402736,0.303013,0.0108893,0.00840873,-0.130235,-0.105203,0.0160325,-0.26256,-0.173051,0.158957,-0.170401,0.186073,0.192333,0.155714,0.242384,0.178921
-5.15736,2.97483,-0.396674,0.319165,0.38459,0.298826,0.235765,0.2986,0.0971835,-0.353092,0.18802,-0.0200846,0.0565754,0.437085,0.193041,-0.111753,-0.0579816,0.190656,0.0834034,-0.0491637
-5.27851,3.23248,-0.438417,0.208045,0.304382,0.272663,0.257713,0.0655596,0.00600015,-0.0291676,0.192473,0.0510798,0.0679595,0.337661,0.203342,0.205668,0.129941,0.15376,0.204957,0.337804
